rank,name,opendate,sales,sales_rate,ac_sales,attend,ac_attend,screen,show_freq,rep_na,na,pro_com,dis_com,age_rate,genre,director,actor,profit_line,,,,,
1726,눈이라도 내렸으면,2016-05-12,273000,0,5.51E+06,39,767,5,10,한국,한국,야간비행,야간비행,15세이상관람가,드라마,장희철,"강성국,이효림,배진만,이재건,박성진,박수홍,박찬선,서귀원,서채훈,서채훈,손기현,손기현,윤홍선,윤홍선,이민욱,이민욱,이승현,황지선,고용진,김영범,남경모",,,,,,
1727,피닉스 라이트 사건,2016-08-03,4146000,0,5.50E+06,563,733,15,93,미국,미국,,주식회사 쇼미미디어앤트레이딩,15세이상관람가,"미스터리,스릴러",키스 아렘,"마이클 아담스웨이트,유리 로웬탈",,,,,,
1728,소시민,2017-01-12,751600,0,5.47E+06,98,750,10,15,한국,한국,영화사 새삶,홀리가든,15세이상관람가,코미디,김병준,"한성천,황보라,김상균,홍이주,이설구,호효훈",,,,,,
1729,련희와 연희,2018-12-14,61000,0,5.35E+06,12,1139,4,10,한국,한국,M&M 인터내셔널,M&M 인터내셔널,,,"최종구,손병조",,,,,,,
1730,제로 모티베이션,2016-01-21,147000,0,5.29E+06,24,783,14,10,이스라엘,이스라엘,,(주)유로커뮤니케이션,15세이상관람가,드라마,탈야 라비,"데이너 이브기,넬리 타가르,샤니 클라인",,,,,,
1731,JSA 남북공동초등학교,2016-01-21,5262000,0,5.26E+06,1049,1049,6,18,한국,한국,시네마서울,시네마서울,전체관람가,드라마,한명구,"남동하,김미영,박은지,박준철,장영권,정윤재,윤성진,이경선,이규진,이윤정,최정영,한동진,한지훈",,,,,,
1732,아오하라이드,2016-03-03,1297000,0,5.23E+06,160,650,10,23,일본,일본,,(주)엔케이컨텐츠,12세이상관람가,"드라마,멜로/로맨스",미키 타카히로,"혼다 츠바사,히가시데 마사히로",,,,,,
1733,순수한 사람들,,745000,0,5.19E+06,110,769,6,6,이탈리아,"이탈리아,프랑스",,,,기타,,,,,,,,
1734,블라인드,2016-03-31,391200,0,5.18E+06,67,838,9,14,노르웨이,노르웨이,,홀리가든,청소년관람불가,"스릴러,범죄",에스킬 보그트,"엘렌 도릿 피터슨,헨릭 라파엘슨",1400000,,,,,
1735,더 시크릿,2016-09-08,939000,0,5.16E+06,200,782,12,64,홍콩,홍콩,,노바엔터테인먼트,15세이상관람가,"판타지,멜로/로맨스",황진진,"여명,왕락단,상드린 피나",,,,,,
1736,다정불심,,166000,,5.14E+06,83,2567,,4,,,,,,사극,신상옥,,,,,,,
1737,절벽 위의 트럼펫,2017-03-09,253200,0,5.09E+06,39,659,11,12,일본,"일본,한국",,투썸업픽쳐스,전체관람가,"판타지,멜로/로맨스",한상희,"사쿠라바 나나미,엘조,쿠보타 유키",,,,,,
1738,화장실의 피에타,2015-10-29,540000,0,5.04E+06,69,641,4,14,일본,일본,,THE 픽쳐스,15세이상관람가,"멜로/로맨스,드라마",마츠나가 다이시,"노다 요지로,스기사키 하나",,,,,,
1739,길고 긴 여름날,,144000,,5.01E+06,72,2484,,9,,,,,,드라마,마틴 리트,,,,,,,
1740,달에 부는 바람,2016-05-26,220000,0,4.94E+06,36,786,7,10,한국,한국,민치앤필름,무브먼트,전체관람가,다큐멘터리,이승준,"김예지,김미영,김자엽",,,,,,
1741,내일,2018-04-05,84000,,4.92E+06,20,789,,3,,,,,,다큐멘터리,"시릴 디옹,멜라니 로랑",,,,,,,
1742,젊은 처제,2015-09-10,110000,0,4.91E+06,17,770,21,4,한국,한국,㈜리필름,주식회사 루믹스미디어,청소년관람불가,"멜로/로맨스,코미디",이세종,"고원,곽한구,허민영,원성진,노진수",,,,,,
1743,모호크족의 북소리,,117000,,4.87E+06,48,2233,,3,,,,,,,,,,,,,,
1744,노르마,2018-03-03,4866000,0,4.87E+06,223,223,11,11,미국,미국,,에스디시코리아 주식회사,,공연,알렉스 올레,,,,,,,
1745,개선문,,604000,,4.86E+06,413,2554,,4,,,,,,"드라마,멜로/로맨스",루이스 마일스톤,,,,,,,
1746,뮤지컬 홀리데이 인,2017-12-20,2013400,0,4.81E+06,261,624,9,24,미국,미국,,,,,,,,,,,,
1747,예감은 틀리지 않는다,,3148000,0,4.81E+06,374,558,3,6,영국,영국,,CGV아트하우스,,드라마,리테쉬 바트라,"짐 브로드벤트,샬롯 램플링,에밀리 모티머",,,,,,
1748,커밍 홈,2015-05-28,632000,0,4.73E+06,100,773,11,14,스웨덴,"스웨덴,아이슬란드",,(재)영화의전당,12세이상관람가,"드라마,멜로/로맨스",막시밀리언 훌트,"모아 감멜,아니타 월,시몬 J. 베르거,에리크 룬드퀴비스트",,,,,,
1749,아내업고 달리기,2016-11-10,4624500,0,4.62E+06,602,602,10,97,인도,인도,,주식회사 씨엠닉스,15세이상관람가,"코미디,멜로/로맨스",샤랏 카타리야,"아유쉬만 커라나,부미 페드네카르",,,,,,
1750,트루스 어바웃 엠마누엘,2015-09-17,650000,0,4.60E+06,97,605,9,26,미국,미국,,(주)유로커뮤니케이션,15세이상관람가,"드라마,스릴러",프란체스카 그레고리니,"카야 스코델라리오,제시카 비엘,알프리드 몰리나,프란시스 오코너",,,,,,
1751,행복의 나라,2018-07-19,1397000,0,4.59E+06,206,679,15,69,한국,한국,㈜인디스토리,,,,,,,,,,,
1752,휴가,2016-12-08,137000,0,4.58E+06,22,661,5,12,한국,한국,㈜리필름,㈜리필름,12세이상관람가,"가족,드라마",이수성,"고원,전주우,김예린",,,,,,
1753,젊은엄마 : 내 나이가 어때서,2015-05-07,4515000,0,4.52E+06,916,916,20,20,한국,한국,골든타이드픽처스(주),골든타이드픽처스(주),청소년관람불가,드라마,김일종,"명계남,채민서,홍서준,박송이,임주현,주인철,이석현,이석현,이인주",,,,,,
1754,연인들,2015-12-31,617000,0,4.52E+06,115,759,5,11,독일,"독일, 오스트리아,스위스",,㈜인디스토리,청소년관람불가,드라마,도미니크 그라프,"한나 헤르츠스프룽,플로리안 슈테터,헨리에트 컨퓨리어스,로널드 제르펠트",,,,,,
1755,해에게서 소년에게,2015-11-19,528500,0,4.49E+06,95,662,21,16,한국,한국,"(주)타이거시네마,DGC",주식회사 디에스이이디,15세이상관람가,드라마,안슬기,"신연우,김가현,김호원,김영선,한동훈,홍석준,권진호,김민지,김윤정,김주연,김지현,안슬기,안슬기,안슬기,이상덕,이상덕",,,,,,
1756,폭력의 법칙: 나쁜 피 두 번째 이야기,2016-10-20,1525000,0,4.48E+06,213,582,10,54,한국,한국,(주)키노크러시,(주)영화사 안다미로,청소년관람불가,드라마,강효진,"김영무,한여울,김영용,이풍운,박지선,서승원,이동진,이성환,이신우,최민영,최영근,한석호",,,,,,
1757,지상에서 영원으로,2016-09-29,940000,0,4.47E+06,67,298,6,14,영국,영국,,주식회사 드림크리에이션,15세이상관람가,"전쟁,드라마,멜로/로맨스",프레드 진네만,,,,,,,
1758,사랑의 종이 울릴 때,,450000,,4.42E+06,225,2197,,4,,,,,,드라마,멜빌 샤벨슨,,,,,,,
1759,오픈 윈도우즈,,4420000,0,4.42E+06,884,884,3,6,미국,"미국,스페인",,,청소년관람불가,"스릴러,액션,범죄",나초 비갈론도,"일라이저 우드,사샤 그레이",,,,,,
1760,나는 살고 싶다,,1118000,,4.40E+06,554,2195,,8,,,,,,"범죄,드라마",로버트 와이즈,,,,,,,
1761,광야의 40일,2017-05-11,275000,0,4.38E+06,54,819,10,32,미국,미국,,THE 픽쳐스,12세이상관람가,"어드벤처,드라마",로드리고 가르시아,"이완 맥그리거,시아란 힌즈,아예렛 주러",,,,,,
1762,7공주 대리운전,2015-05-28,4038000,0,4.31E+06,840,894,20,25,한국,한국,(주)유림엔터테인먼트,(주)나우콘텐츠,청소년관람불가,코미디,이재훈,"곽진영,차영옥,김동수,윤설희,이철호,임승규",,,,,,
1763,황야의 역마차,,673000,,4.29E+06,354,2165,,9,,,,,,서부극(웨스턴),헨리 해서웨이,,,,,,,
1764,짓2: 붉은 낙타,2015-08-07,850000,0,4.28E+06,172,805,20,13,한국,한국,㈜리필름,(주)드림팩트엔터테인먼트,청소년관람불가,드라마,노진수,"고원,김민기,박시연,박종환,구유리,구정회,최수빈,이재인,유지수,윤주영,윤홍선,노진수",,,,,,
1765,하숙집 2,2016-01-07,4253000,0,4.25E+06,776,776,20,32,한국,한국,영화사 인연,(주)소나무픽쳐스,청소년관람불가,"멜로/로맨스,드라마",정태령,"류현아,정넘쳐,이소희",,,,,,
1766,숲속의 부부,2018-02-15,96000,0,4.18E+06,16,484,3,8,한국,한국,,,,,,,,,,,,
1767,보이 앤 더 월드,2016-08-04,729200,0,4.18E+06,86,825,4,16,브라질,브라질,,㈜영화사 백두대간,12세이상관람가,애니메이션,알레 아브레우,,,,,,,
1768,아마도 내일은,2017-06-01,1233500,0,4.16E+06,182,632,6,38,오스트리아,오스트리아,,C무비,12세이상관람가,드라마,알렉스 K. 리,"알릭스 베네치크,플로렝 아르누",,,,,,
1769,모던 발레 스페셜,2016-04-26,583500,0,4.15E+06,52,282,12,10,프랑스,프랑스,,에스디시코리아 주식회사,전체관람가,공연,뱅자맹 밀피에,,,,,,,
1770,데싸우 댄서스,2015-12-24,388000,0,4.14E+06,65,573,9,16,독일,독일,,(주)유로커뮤니케이션,15세이상관람가,코미디,장 마틴 샤프,"고르돈 캐머러,소냐 게하르트,올리버 코니츠니,세바스티안 예거",,,,,,
1771,뉴욕 라이브러리에서,,2643500,,4.13E+06,299,549,,7,,,,,,,,,,,,,,
1772,탐욕의 별,2016-04-27,697000,0,4.11E+06,101,632,9,34,한국,한국,스파이럴 프로젝트,㈜인디스토리,15세이상관람가,다큐멘터리,공귀현,김의성,,,,,,
1773,젊은 엄마 3,2015-09-03,4102000,0,4.10E+06,813,813,20,26,한국,한국,골든타이드픽처스(주),골든타이드픽처스(주),청소년관람불가,멜로/로맨스,채길병,"김정아,김하래,채길병,정윤선,김훈영,박량우",,,,,,
1774,후쿠시마의 미래,2015-04-09,350000,0,4.10E+06,47,670,7,12,한국,한국,(주)리키필름,(주)인디플러그,전체관람가,다큐멘터리,이홍기,김미화,,,,,,
1775,디아볼릭,,1385000,,4.07E+06,685,1627,,12,,,,,,"범죄,스릴러,공포(호러)",앙리 조르주 클루조,,,,,,,
1776,마님,2015-08-14,4068000,0,4.07E+06,787,787,20,20,한국,한국,골든타이드픽처스(주),골든타이드픽처스(주),청소년관람불가,멜로/로맨스,김광중,"김정아,김지훈,명계남,박치화,정윤선,공지영,양성제,함철훈,황재옥,황재옥,김훈영,김훈영,박다혜",,,,,,
1777,플랑크 상수,2015-04-30,944500,0,4.06E+06,115,495,5,35,한국,한국,(주)영화사 조제,하준사,청소년관람불가,"드라마,판타지,코미디",조성규,"김재욱,김지유,진아름,백재호,안지혜,김상석,현지윤,이새별",,,,,,
1778,니나 포에버,2016-10-20,3144500,0,4.04E+06,414,563,27,188,영국,영국,,"글뫼 주식회사,(주)퍼스트런",청소년관람불가,"멜로/로맨스,코미디,공포(호러)","벤 블레인,크리스 블레인","피오나 오쇼너시,데이빗 트로튼",,,,,,
1779,스포찬 배틀 요괴 대결전,2016-06-23,4034800,0,4.03E+06,545,545,39,115,일본,일본,,(주)머스트씨무비릴리징컴퍼니,전체관람가,애니메이션,쿠보 히로시,,,,,,,
1780,모두가 초능력자,,1029500,0,4.01E+06,126,496,8,26,일본,일본,,(주)엔케이컨텐츠,청소년관람불가,"드라마,코미디,SF",소노 시온,"소메타니 쇼타,이케다 에라이자,마노 에리나",,,,,,
1781,하프,2016-01-21,157000,0,3.99E+06,25,512,10,10,한국,한국,"영화사 민들레,하트박스(주)",(주)인디플러그,청소년관람불가,드라마,김세연,"안용준,정유석,문세윤,송영규,조덕제,이재헌,박혜영,박효진,정동석,손지훈,이경철,김기주",,,,,,
1782,워킹 스트리트,2016-11-17,81600,0,3.96E+06,13,655,6,17,한국,한국,"(주)컨텐츠로드,(주)케이피필름",(주)모멘텀엔터테인먼트,청소년관람불가,드라마,이상우,"백성현,이시강,이송이,김헌,정선화,조정훈",,,,,,
1783,러브앤서울 복숭아마을 도색소동기,2015-07-27,2175000,0,3.85E+06,408,744,20,20,한국,"한국,일본",(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,조조 히데오,"나나우미 나나,이헌주,조현숙",,,,,,
1784,야생의 순수,,336000,,3.84E+06,168,1772,,15,,,,,,"어드벤처,범죄,드라마",니콜라스 레이,,,,,,,
1785,도쿄아포칼립스: 최후의 결전,2015-09-10,3838000,0,3.84E+06,735,735,20,35,일본,일본,,(주)마인스 엔터테인먼트,청소년관람불가,액션,미이케 다카시,"이치하라 하야토,야얀 루히안,나루미 리코",,,,,,
1786,블랙가스펠2: 소울을 찾는 여정가운데 만난 사람들,2016-04-14,3826000,0,3.83E+06,481,481,7,52,한국,한국,㈜스토리셋,㈜스토리셋,전체관람가,다큐멘터리,"김성권,이임주",양동근,,,,,,
1787,없던 일,2015-08-20,3549000,0,3.80E+06,722,772,21,26,한국,한국,굿픽처스,(주)나우콘텐츠,청소년관람불가,드라마,윤여창,"곽민준,최임경,김수현",,,,,,
1788,다방의 푸른 꿈,2017-01-26,190000,0,3.80E+06,26,570,4,11,한국,한국,인디라인,"스토리 너머,아이 엠",전체관람가,전체관람가,다큐멘터리,,,,,,,
1789,열다섯의 순수,2018-05-03,55000,,3.79E+06,12,483,,5,,,,,,,,,,,,,,
1790,글렌 밀러 스토리,,36000,,3.78E+06,18,1881,,1,,,,,,"드라마,멜로/로맨스",안소니 만,,,,,,,
1791,에스더의 왕,,460000,,3.77E+06,230,1901,,4,,,,,,드라마,"마리오 바바,라울 월쉬",,,,,,,
1792,일분만 더,2015-04-09,268000,0,3.73E+06,35,471,15,13,대만,"대만,일본",,"성길시네마,아이제이미디어(주)",15세이상관람가,멜로/로맨스,진혜령,"하윤동,장균녕,정춘성",,,,,,
1793,착한 처제,2015-11-19,875000,0,3.72E+06,98,588,19,35,한국,한국,"쟈비스미디어,PK미디어크레이티브",쟈비스미디어,청소년관람불가,드라마,강훈,"강성필,장혜영",,,,,,
1794,흑과 백,,90000,,3.71E+06,30,1783,,1,,,,,,"범죄,스릴러",스탠리 크래이머,,,,,,,
1795,말하지 못한 비밀,2015-10-22,660000,0,3.66E+06,78,551,3,18,한국,한국,디와이엔터테인먼트 주식회사,(주)씨타마운틴픽쳐스,청소년관람불가,드라마,송동윤,"우주원,신재승,신지수,고아라,최진환,채기준,김선영,김소연,양윤정,김재혁,김주희,신영규,문백현,성민수",,,,,,
1796,엘비스와 대통령,2016-11-30,2048500,0,3.66E+06,283,520,18,97,미국,미국,,(주)우성엔터테인먼트,12세이상관람가,코미디,리자 존슨,"마이클 섀넌,케빈 스페이시",,,,,,
1797,파우스트의 겁벌,2016-07-05,8000,0,3.59E+06,1,209,12,6,프랑스,프랑스,,에스디시코리아 주식회사,12세이상관람가,공연,알비스 헤르마니스,"요나스 카우프만,소피 코슈,브린테펠,에드윈 크로슬리-머서",,,,,,
1798,색끈한 퓨전사극 심청야사,2015-12-17,865000,0,3.53E+06,97,549,20,34,한국,한국,고구마콘텐츠허브(주),고구마콘텐츠허브(주),청소년관람불가,사극,강명진,"박성현,이상무",,,,,,
1799,눈을 감다 더 무비,,3531000,0,3.53E+06,355,355,3,3,한국,한국,,,15세이상관람가,"미스터리,스릴러",김솔매,,,,,,,
1800,무림신공 : 황금봉의 전사,2016-03-10,1785000,0,3.52E+06,357,703,5,35,인도네시아,인도네시아,,(주)더블앤조이픽쳐스,15세이상관람가,액션,이파 이스판샤,"크리스틴 하킴,타라 바스로",,,,,,
1801,녹화중이야,2017-03-02,272000,0,3.50E+06,39,514,6,10,한국,한국,노가리필름,"노가리필름,(주)인디플러그",15세이상관람가,멜로/로맨스,박민국,"최현우,김혜연",,,,,,
1802,우리들의 일기,2017-06-01,92000,0,3.49E+06,28,477,8,28,한국,한국,"(주)은하수엔터테인먼트,(주)에이디엠엔터테인먼트",THE 픽쳐스,청소년관람불가,"액션,드라마",임공삼,"윤성모,신지훈,정한비,조민호,이형원,공정환,정대곤",,,,,,
1803,러브리스,,3480000,0,3.48E+06,390,390,5,8,러시아,"러시아,프랑스,독일",,,,,,,,,,,,
1804,라 스칼라 라 트라비아타,2016-03-29,625000,0,3.46E+06,30,180,12,9,이탈리아,이탈리아,,,전체관람가,공연,드미트리 체르니아코프,,,,,,,
1805,솔로몬의 위증 전편: 사건,2015-08-27,2262500,0,3.38E+06,266,426,3,18,일본,일본,,(주)엔케이컨텐츠,15세이상관람가,미스터리,나루시마 이즈루,"후지노 료코,이타가키 미즈키",,,,,,
1806,고시원,2015-10-30,271000,0,3.37E+06,30,523,20,11,한국,한국,에이치케이 이엔엠,(주)로이테미디어,청소년관람불가,"멜로/로맨스,드라마",이영민,"김승민,강민우,이명재,우서현,김용운,김한규",,,,,,
1807,새폴더2,2015-10-23,866000,0,3.34E+06,89,517,20,17,한국,한국,더사람픽쳐스,더사람픽쳐스,청소년관람불가,"드라마,코미디",황상원,"윤설희,권현정,최한,김만석,양선혜",,,,,,
1808,수상한 언니들,2016-03-03,3333000,0,3.33E+06,616,616,21,27,한국,한국,(주)인터하우스,(주)투한미디어,청소년관람불가,"멜로/로맨스,코미디",노진수,"고원,이채담,김청순,박인수,노진수",,,,,,
1809,하숙집,2015-02-25,3016000,0,3.31E+06,583,630,20,20,한국,한국,영화사 인연,(주)소나무픽쳐스,청소년관람불가,"멜로/로맨스,드라마",경석호,권기하,,,,,,
1810,솔로몬의 위증 후편: 재판,2015-09-03,3292000,0,3.29E+06,400,400,3,17,일본,일본,,(주)엔케이컨텐츠,15세이상관람가,미스터리,나루시마 이즈루,"후지노 료코,이타가키 미즈키",,,,,,
1811,청춘학당2 기생난입야사,2016-03-03,3278000,0,3.28E+06,549,549,20,42,한국,한국,(주)영화사히트,(주)영화사히트,청소년관람불가,"코미디,드라마",김대성,"전현수,지은서",,,,,,
1812,감금의 시간,2015-12-03,3275000,0,3.28E+06,548,548,20,42,한국,한국,마법사필름,마법사필름,청소년관람불가,"스릴러,드라마",김대성,"전유진,허동원,김윤재,이용주",,,,,,
1813,낫 마이 데이,2015-10-08,3265000,0,3.27E+06,653,653,4,17,독일,독일,,(주)컴퍼니엘,청소년관람불가,"액션,코미디",피터 쏘워스,"모리츠 블라이브트로이,엑셀 슈타인",,,,,,
1814,비상착륙,,394000,,3.26E+06,208,1353,,4,,,,,,"액션,드라마,어드벤처",윌리엄 A. 웰만,,,,,,,
1815,톰과 릴리: 그들만의 공간,2017-01-25,73000,0,3.19E+06,12,403,7,4,미국,미국,,C무비,12세이상관람가,드라마,제임스 최,"메릭 로빈슨,엘리자베스 스텐홀트",,,,,,
1816,파라독스,2018-06-21,298000,0,3.17E+06,45,436,10,15,홍콩,"홍콩,중국",이언픽쳐스,이언픽쳐스,,,,,,,,,,
1817,그레이브 인카운터 2,2016-08-18,16000,0,3.16E+06,4,413,9,4,캐나다,"캐나다,미국",,(주)드림팩트엔터테인먼트,15세이상관람가,"공포(호러),미스터리,스릴러",존 폴리퀸,"리즈 알렉산더,리처드 하몬",,,,,,
1818,아스타 라 비스타,2015-11-19,433600,0,3.14E+06,71,506,7,16,벨기에,벨기에,,㈜인디스토리,15세이상관람가,드라마,제프리 엔트호벤,"질 드 슈리이버,로브레히 반덴 토렌,톰 오데나에르",,,,,,
1819,내 친구의 아내,2015-12-03,3093000,0,3.09E+06,482,482,20,31,한국,한국,(주)씨네토리,(주)소나무픽쳐스,청소년관람불가,"멜로/로맨스,드라마",탁승오,"정태민,탁민",,,,,,
1820,엘 꼰도르 빠사,2016-02-27,146000,0,3.09E+06,22,445,6,17,한국,한국,그림형제,와이드 릴리즈(주),전체관람가,드라마,송재용,"강예원,가우사이,이민섭",,,,,,
1821,자가당착: 시대정신과 현실참여,2015-09-10,232000,0,3.08E+06,37,497,5,9,한국,한국,곡사,(주)인디플러그,청소년관람불가,"코미디,기타",김선,"정아영,강석,강영수,윤보경,신혜옥,박세희,박진아,이란희",,,,,,
1822,하이앤로우 더 레드 레인,,857000,0,3.02E+06,112,352,4,20,일본,일본,,(주)엔케이컨텐츠,청소년관람불가,액션,야마구치 유다이,"타카히로,토사카 히로오미,사이토 타쿠미",,,,,,
1823,남편만 몰라요,2015-07-07,2995000,0,3.00E+06,601,601,20,20,한국,한국,(주)큰손엔터테인먼트,더그레이트 컴퍼니,청소년관람불가,"멜로/로맨스,코미디",고광현,"최선미,황호상,문주연",,,,,,
1824,전망 좋은 집 2,2015-05-27,2981000,0,2.98E+06,599,599,20,20,한국,한국,영화사 인연,(주)소나무픽쳐스,청소년관람불가,"멜로/로맨스,드라마",경석호,"정시현,이수진,이승현,이은미",,,,,,
1825,착한 여자,2015-03-25,2959000,0,2.96E+06,708,708,20,26,한국,한국,영화사 인연,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,경석호,"김정연,주연서,정연,이승현,이연서,이원",,,,,,
1826,동거의 목적,2016-03-31,1355000,0,2.95E+06,266,566,20,20,한국,한국,(주)씨네토리,(주)제이에이와이이엔터테인먼트,청소년관람불가,멜로/로맨스,조성우,"주예빈,박하얀,제동화,이강연,김종인",,,,,,
1827,그런 날 사이에 어떤 날,2015-04-09,400000,0,2.93E+06,62,442,7,16,미국,미국,,펜타브리드,15세이상관람가,드라마,매튜 포터필드,"데라 캠벨,한나 그로스",,,,,,
1828,감독 미카엘 하네케,2016-02-25,292000,0,2.93E+06,45,378,8,12,오스트리아,"오스트리아,프랑스",,THE 픽쳐스,15세이상관람가,다큐멘터리,이브 몽마외르,"미카엘 하네케,줄리엣 비노쉬,장-루이 트린티냥,베아트리체 달",,,,,,
1829,개인교수: 심화학습,2016-02-18,2921000,0,2.92E+06,494,494,20,32,한국,한국,영화사 인연,(주)소나무픽쳐스,청소년관람불가,"멜로/로맨스,드라마",정태령,"허예창,이윤희",,,,,,
1830,우주형제#0,2015-05-14,2907000,0,2.91E+06,412,412,9,71,일본,일본,,(주)머스트씨무비릴리징컴퍼니,전체관람가,애니메이션,와타나베 아유무,,,,,,,
1831,착한 여비서의 목적,2016-05-20,2889000,0,2.89E+06,561,561,20,22,한국,한국,골든타이드픽처스(주),골든타이드픽처스(주),청소년관람불가,멜로/로맨스,김효재,"김도희,정원",,,,,,
1832,관음증,2016-02-25,2891000,0,2.89E+06,552,552,20,26,한국,한국,골든타이드픽처스(주),골든타이드픽처스(주),청소년관람불가,멜로/로맨스,이상빈,"이윤선,공대유,노수람,이기웅,아오이 츠카사,이주명,박정근,박효진,신재훈,우수정,이단비,이윤선",,,,,,
1833,젊은 엄마 4,2016-04-28,2859000,0,2.86E+06,556,556,20,20,한국,한국,골든타이드픽처스(주),골든타이드픽처스(주),청소년관람불가,멜로/로맨스,김효재,"수지,박초현,아리",,,,,,
1834,버스데이 카드,,1720500,0,2.86E+06,226,357,3,12,일본,일본,,,전체관람가,"드라마,멜로/로맨스",요시다 야스히로,"하시모토 아이,미야자키 아오이,유스케 산타마리아",,,,,,
1835,고백,2015-08-20,2847000,0,2.85E+06,568,568,20,26,한국,한국,"이글루픽쳐스,(주)오이필름",㈜미로비젼,청소년관람불가,"미스터리,기타",정영배,"김영호,윤인조,최철호,추소영,전용재,고봉성,안승원,안태랑",,,,,,
1836,안젤리크,2016-01-28,1399000,0,2.83E+06,279,558,5,35,프랑스,프랑스,,(주)더블앤조이픽쳐스,청소년관람불가,"드라마,사극,멜로/로맨스",아리엘 제이통,"노라 아르네제더,제라르 랑방",,,,,,
1837,용주골,2015-11-19,800000,0,2.82E+06,160,562,20,25,한국,한국,핵존슨,에이라인,청소년관람불가,"드라마,멜로/로맨스",최우성,"민도윤,이채담,진서현,이서현,김민호",,,,,,
1838,용의자 X적헌신,2018-04-19,184000,,2.81E+06,26,444,,7,,,,,,,,,,,,,,
1839,부곡 하와이,2015-04-30,58000,0,2.81E+06,10,406,10,6,한국,한국,로드 시네마,어뮤즈,청소년관람불가,드라마,하강훈,"박명신,류혜린,오성태,이재호,석연도,최영환,송준서,이규섭",,,,,,
1840,맛2,2015-09-02,2801000,0,2.80E+06,563,563,20,20,한국,한국,영화사 인연,(주)소나무픽쳐스,청소년관람불가,"멜로/로맨스,드라마",경석호,"이은미,이은미",,,,,,
1841,이지머니 2,2016-05-19,2800000,0,2.80E+06,560,560,5,11,스웨덴,스웨덴,,(주)소나무픽쳐스,청소년관람불가,"액션,범죄,드라마",바박 나자피,"조엘 킨나만,파레스 파레스",,,,,,
1842,교수와 여제자 3,2015-09-23,2587000,0,2.80E+06,465,492,20,30,캐나다,캐나다,,(주)피터팬픽쳐스,청소년관람불가,멜로/로맨스,라파엘 오엘렛,"안드레아스 아페지스,소피 데스마레이즈",,,,,,
1843,기생-꽃의 고백,2018-01-25,1061000,0,2.79E+06,337,618,4,14,한국,한국,,필름에이픽쳐스,,,"홍태선,임혁",,,,,,,
1844,숏텀 12,2015-07-02,270000,0,2.76E+06,40,398,5,12,미국,미국,,(주)씨타마운틴픽쳐스,15세이상관람가,드라마,데스틴 크리튼,"브리 라슨,존 갤러거 주니어",,,,,,
1845,아파트 생태계,,325000,,2.74E+06,65,450,,2,,,,,,,,,,,,,,
1846,참외향기,2018-05-31,387000,0,2.74E+06,64,316,4,13,한국,한국,(주)영화사 그램,(주)영화사 그램,,,,,,,,,,
1847,런던 타운,2017-02-16,183000,0,2.72E+06,23,466,15,11,미국,미국,,레인메이커필름,15세이상관람가,드라마,데릭 보트,"조나단 리스 메이어스,나타샤 맥켈혼,더그레이 스콧,톰 휴즈",,,,,,
1848,앤트로포이드,2018-01-18,589000,0,2.71E+06,88,405,3,21,영국,"영국,체코,프랑스",,,,,,,,,,,,
1849,디렉터스 컷,2015-07-02,282000,0,2.70E+06,45,394,7,10,한국,한국,야간비행,야간비행,12세이상관람가,드라마,박준범,"박정표,한송희,김하영,장기훈,강동석,김미승,김종진,박근태,손기현,장원경,조병석,최원욱",,,,,,
1850,젊은엄마 : 디 오리지널,2016-06-23,2670000,0,2.67E+06,516,516,20,39,한국,한국,골든타이드픽처스(주),골든타이드픽처스(주),청소년관람불가,멜로/로맨스,정도수,"백슬비,오길재,강은하,김진래",,,,,,
1851,로베르토의 특별한 일주일,2016-04-07,1094500,0,2.66E+06,151,375,14,68,아르헨티나,아르헨티나,,크리스리픽쳐스인터내셔널(주),12세이상관람가,코미디,세바스챤 보렌스타인,"리카르도 다린,뮤리엘 산타 아나",,,,,,
1852,설지,2015-11-26,659000,0,2.66E+06,94,358,14,22,한국,한국,"(주)영화사 통 ,이달투,㈜미로비젼","(주)박수엔터테인먼트,(주)미로스페이스",12세이상관람가,드라마,박진순,"다나,강은탁,이미소,이설애,장석우,한성수,김중기",,,,,,
1853,포장마차,2015-10-01,590000,0,2.62E+06,118,520,20,19,한국,한국,㈜리필름,에이라인,청소년관람불가,"코미디,멜로/로맨스",최율권희,이채담,,,,,,
1854,실종: 비밀의 소녀,2018-04-26,659800,,2.62E+06,87,313,,14,,,,,,,,,,,,,,
1855,펜잔스의 해적,2015-11-18,580500,0,2.60E+06,32,145,10,10,영국,영국,,에스디시코리아 주식회사,전체관람가,공연,마이크 리,,,,,,,
1856,나는 야한 여자가 좋다 3,2015-03-26,2593000,0,2.59E+06,503,503,20,25,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,김미연,"강필선,손가람,이자영,이정환,전예은,조명희,조미연",,,,,,
1857,인공지능 남자친구,2016-06-09,2577000,0,2.58E+06,500,500,20,23,일본,일본,,골든타이드픽처스(주),청소년관람불가,멜로/로맨스,조조 히데오,유메 카나,,,,,,
